Solyc01g005250	Solyc08g076930
Solyc01g028830	Solyc08g076930
Solyc01g057330	Solyc08g076930
Solyc01g066430	Solyc08g076930
Solyc01g079830	Solyc08g076930
Solyc01g097510	Solyc08g076930
Solyc01g098390	Solyc08g076930
Solyc01g099800	Solyc08g076930
Solyc01g101240	Solyc08g076930
Solyc01g103570	Solyc08g076930
Solyc01g104080	Solyc08g076930
Solyc01g104220	Solyc08g076930
Solyc01g104510	Solyc08g076930
Solyc01g105710	Solyc08g076930
Solyc01g107290	Solyc08g076930
Solyc01g107800	Solyc08g076930
Solyc01g108270	Solyc08g076930
Solyc01g108280	Solyc08g076930
Solyc01g108910	Solyc08g076930
Solyc01g111980	Solyc08g076930
Solyc02g062040	Solyc08g076930
Solyc02g069090	Solyc08g076930
Solyc02g080630	Solyc08g076930
Solyc02g083350	Solyc08g076930
Solyc02g088390	Solyc08g076930
Solyc02g089610	Solyc08g076930
Solyc03g082620	Solyc08g076930
Solyc03g097750	Solyc08g076930
Solyc03g097970	Solyc08g076930
Solyc03g111010	Solyc08g076930
Solyc03g112700	Solyc08g076930
Solyc03g117250	Solyc08g076930
Solyc03g122340	Solyc08g076930
Solyc04g009230	Solyc08g076930
Solyc04g010090	Solyc08g076930
Solyc04g014730	Solyc08g076930
Solyc04g018110	Solyc08g076930
Solyc04g024340	Solyc08g076930
Solyc04g024510	Solyc08g076930
Solyc04g050920	Solyc08g076930
Solyc04g055200	Solyc08g076930
Solyc04g076380	Solyc08g076930
Solyc04g078920	Solyc08g076930
Solyc05g009530	Solyc08g076930
Solyc05g010010	Solyc08g076930
Solyc05g015390	Solyc08g076930
Solyc05g018130	Solyc08g076930
Solyc05g043430	Solyc08g076930
Solyc05g053040	Solyc08g076930
Solyc06g008330	Solyc08g076930
Solyc06g008820	Solyc08g076930
Solyc06g009750	Solyc08g076930
Solyc06g031690	Solyc08g076930
Solyc06g053480	Solyc08g076930
Solyc06g067970	Solyc08g076930
Solyc06g071770	Solyc08g076930
Solyc06g074220	Solyc08g076930
Solyc06g074940	Solyc08g076930
Solyc06g084130	Solyc08g076930
Solyc06g084390	Solyc08g076930
Solyc06g084440	Solyc08g076930
Solyc07g006280	Solyc08g076930
Solyc07g052240	Solyc08g076930
Solyc07g052480	Solyc08g076930
Solyc07g054490	Solyc08g076930
Solyc08g008100	Solyc08g076930
Solyc08g065350	Solyc08g076930
Solyc08g075450	Solyc08g076930
Solyc08g077530	Solyc08g076930
Solyc08g078250	Solyc08g076930
Solyc08g080410	Solyc08g076930
Solyc09g047930	Solyc08g076930
Solyc09g074320	Solyc08g076930
Solyc09g089580	Solyc08g076930
Solyc09g092520	Solyc08g076930
Solyc10g007600	Solyc08g076930
Solyc10g008870	Solyc08g076930
Solyc10g044780	Solyc08g076930
Solyc10g045620	Solyc08g076930
Solyc10g049850	Solyc08g076930
Solyc10g074790	Solyc08g076930
Solyc10g081650	Solyc08g076930
Solyc10g083360	Solyc08g076930
Solyc11g006770	Solyc08g076930
Solyc11g007940	Solyc08g076930
Solyc11g010430	Solyc08g076930
Solyc11g011380	Solyc08g076930
Solyc11g011910	Solyc08g076930
Solyc11g068550	Solyc08g076930
Solyc11g073200	Solyc08g076930
Solyc12g005150	Solyc08g076930
Solyc12g014400	Solyc08g076930
Solyc12g056220	Solyc08g076930
Solyc12g063000	Solyc08g076930
Solyc12g088900	Solyc08g076930
Solyc12g098710	Solyc08g076930
